Date,Revenue
2019-01-02,-0.29235551
2019-01-03,-0.03541628699999999
2019-01-04,-0.012215326999999998
2019-01-05,0.21509960799999997
2019-01-06,-0.36670204799999995
2019-01-07,-0.7636602470000001
2019-01-08,-0.6410290829999998
2019-01-09,0.14901950899999994
2019-01-10,-0.3822982810000002
2019-01-11,-0.02186420699999969
2019-01-12,-1.0772151230000002
2019-01-13,0.4060208860000003
2019-01-14,-0.787096655
2019-01-15,0.2108376409999999
2019-01-16,0.5314505039999999
2019-01-17,0.1528177020000001
2019-01-18,0.693522926
2019-01-19,0.895069825
2019-01-20,0.28046901999999985
2019-01-21,-0.342303919
2019-01-22,-0.40551981400000003
2019-01-23,-0.6402646940000001
2019-01-24,-0.7493345689999997
2019-01-25,-0.7667080400000001
2019-01-26,-0.31864177100000024
2019-01-27,-0.1045937910000001
2019-01-28,-0.250386958
2019-01-29,0.6500613870000005
2019-01-30,0.642871382
2019-01-31,0.06336854999999986
2019-02-01,0.8448883540000001
2019-02-02,0.867458241
2019-02-03,0.9387521889999999
2019-02-04,0.504746829
2019-02-05,0.897962665
2019-02-06,0.0852752240000001
2019-02-07,-0.49679733800000003
2019-02-08,0.20318710099999993
2019-02-09,-0.046513951
2019-02-10,0.535445701
2019-02-11,0.010243481999999915
2019-02-12,0.6520021180000002
2019-02-13,-0.039772937000000175
2019-02-14,0.22768556500000003
2019-02-15,-0.6094832669999999
2019-02-16,-0.14466166400000002
2019-02-17,0.210499172
2019-02-18,0.6562340519999998
2019-02-19,0.07006467300000008
2019-02-20,-0.10760065400000007
2019-02-21,-0.5041534619999999
2019-02-22,-0.715664148
2019-02-23,-0.8616170320000001
2019-02-24,-0.8721018119999999
2019-02-25,-0.375595244
2019-02-26,0.1272701999999999
2019-02-27,0.21262416400000006
2019-02-28,-0.2629040079999999
2019-03-01,-0.29704130000000006
2019-03-02,0.536018243
2019-03-03,0.610172135
2019-03-04,-0.5096049890000001
2019-03-05,-0.2555924869999999
2019-03-06,0.07757408199999993
2019-03-07,-0.58408971
2019-03-08,-0.23644462500000007
2019-03-09,-0.226452372
2019-03-10,-0.13664705999999982
2019-03-11,0.40403242799999983
2019-03-12,0.8205713250000001
2019-03-13,0.995105578
2019-03-14,0.154173688
2019-03-15,0.42307298099999996
2019-03-16,0.2845292650000001
2019-03-17,0.3826192239999999
2019-03-18,0.396933478
2019-03-19,0.7479665640000002
2019-03-20,0.5084398299999999
2019-03-21,0.12700241099999987
2019-03-22,-0.5953710110000001
2019-03-23,-0.8675135429999998
2019-03-24,-0.08020567499999998
2019-03-25,0.5377234310000001
2019-03-26,1.1787425689999997
2019-03-27,0.48775815599999994
2019-03-28,0.47147661800000007
2019-03-29,0.3513011180000003
2019-03-30,-0.46863443999999976
2019-03-31,-0.6641522820000003
2019-04-01,-0.10157431799999994
2019-04-02,-0.10160829000000016
2019-04-03,0.510908734
2019-04-04,0.8087732470000004
2019-04-05,0.6963293959999994
2019-04-06,-0.10087856699999964
2019-04-07,-0.18273594199999987
2019-04-08,0.10191641299999965
2019-04-09,0.07500013100000036
2019-04-10,0.6303055179999992
2019-04-11,0.246112149
2019-04-12,0.028971960000000685
2019-04-13,0.6976315209999999
2019-04-14,-0.382392791
2019-04-15,-0.05007696900000003
2019-04-16,-0.5249211350000005
2019-04-17,-0.5114665479999996
2019-04-18,-0.08044985500000035
2019-04-19,-0.21633540199999945
2019-04-20,-0.22266424900000015
2019-04-21,-0.6942690850000002
2019-04-22,-0.5768928710000001
2019-04-23,0.05296106700000003
2019-04-24,0.08177309300000024
2019-04-25,-0.07665041700000019
2019-04-26,0.3162323260000002
2019-04-27,1.233766144
2019-04-28,0.032195897999999445
2019-04-29,0.15741211400000044
2019-04-30,-0.37241300099999997
2019-05-01,-0.21845657600000035
2019-05-02,0.129917077
2019-05-03,0.152877975
2019-05-04,0.9533322289999999
2019-05-05,-0.07624655199999975
2019-05-06,-0.21488722399999993
2019-05-07,-0.08640166799999971
2019-05-08,0.8608264910000001
2019-05-09,0.22290550499999995
2019-05-10,0.48429128200000005
2019-05-11,-0.16089239300000013
2019-05-12,0.06424432399999969
2019-05-13,0.87090348
2019-05-14,0.9940140010000009
2019-05-15,-0.16324527300000113
2019-05-16,0.39679992900000016
2019-05-17,0.44911390200000056
2019-05-18,0.9944263709999994
2019-05-19,0.2306346700000006
2019-05-20,-0.011697469999999655
2019-05-21,0.24773096999999922
2019-05-22,0.04274490999999969
2019-05-23,-0.5796803599999993
2019-05-24,0.14469395999999968
2019-05-25,-0.33724139000000086
2019-05-26,0.2266785700000007
2019-05-27,0.0017812999999993195
2019-05-28,0.02651001000000086
2019-05-29,0.2593608799999991
2019-05-30,-0.06706477999999905
2019-05-31,0.1307427299999997
2019-06-01,-0.41696023999999987
2019-06-02,-0.0851106399999999
2019-06-03,0.14395075000000013
2019-06-04,0.44638424000000043
2019-06-05,0.4764601899999992
2019-06-06,-0.1749976800000006
2019-06-07,0.22770835000000034
2019-06-08,-0.7045299699999994
2019-06-09,0.04807710000000043
2019-06-10,0.8103114900000001
2019-06-11,0.6263325999999996
2019-06-12,0.15453946000000052
2019-06-13,0.587816479999999
2019-06-14,-0.03701968000000022
2019-06-15,0.09414686000000039
2019-06-16,0.06480486000000063
2019-06-17,0.4899697700000001
2019-06-18,0.3208725000000001
2019-06-19,0.06915199999999899
2019-06-20,-0.28931024999999977
2019-06-21,-0.2773818299999995
2019-06-22,-0.18546302000000026
2019-06-23,0.29815201999999985
2019-06-24,-0.5928208500000007
2019-06-25,-0.5093190299999986
2019-06-26,-0.033146050000000926
2019-06-27,-1.0137817699999996
2019-06-28,-0.43245167000000073
2019-06-29,-0.15051536
2019-06-30,0.10672721000000074
2019-07-01,0.5748295999999993
2019-07-02,-0.06594671999999946
2019-07-03,-0.31452965000000077
2019-07-04,-0.16013418000000001
2019-07-05,0.1899975300000012
2019-07-06,-0.12011604000000098
2019-07-07,0.5540686900000011
2019-07-08,-0.14672658000000105
2019-07-09,0.09697297000000127
2019-07-10,-0.3460349300000001
2019-07-11,0.5174149999999997
2019-07-12,-0.8106637400000007
2019-07-13,-0.4857672399999995
2019-07-14,-0.6420944740000003
2019-07-15,0.17267810399999917
2019-07-16,0.05211463000000016
2019-07-17,-0.5331628019999997
2019-07-18,-0.14077592800000005
2019-07-19,0.33514594900000105
2019-07-20,-0.3047880280000008
2019-07-21,0.498316968000001
2019-07-22,-0.04591638000000131
2019-07-23,-0.3633484979999988
2019-07-24,-0.28312523000000134
2019-07-25,-0.01623165300000018
2019-07-26,0.13907783299999998
2019-07-27,1.3330057190000009
2019-07-28,0.10341887999999955
2019-07-29,-0.5707824899999991
2019-07-30,-0.850949807000001
2019-07-31,0.21037196400000013
2019-08-01,0.6681207130000004
2019-08-02,0.2624214200000008
2019-08-03,0.7878615999999994
2019-08-04,0.8013447799999991
2019-08-05,-0.09807387999999939
2019-08-06,0.36447970999999946
2019-08-07,0.9008643900000006
2019-08-08,0.9941022700000008
2019-08-09,1.0531756299999984
2019-08-10,0.5793579600000012
2019-08-11,0.012681449999998762
2019-08-12,0.12293150000000175
2019-08-13,-0.3311842700000014
2019-08-14,-0.18849329000000026
2019-08-15,0.01111442000000018
2019-08-16,0.0013071800000012956
2019-08-17,1.0065844399999992
2019-08-18,0.17225655000000017
2019-08-19,0.4364062699999991
2019-08-20,-0.2802860900000006
2019-08-21,-0.8535233099999999
2019-08-22,-0.2726828199999982
2019-08-23,0.42770052000000014
2019-08-24,0.26186058000000045
2019-08-25,0.29075362000000027
2019-08-26,-0.04444384000000312
2019-08-27,-0.6233108699999974
2019-08-28,-0.10803152000000082
2019-08-29,0.309084330000001
2019-08-30,1.2506006700000007
2019-08-31,0.6127229699999965
2019-09-01,0.2751129400000032
2019-09-02,0.20960672000000002
